<not counted>,,cpu_atom/cycles/,0,0.00,,
32703724580,,cpu_core/cycles/,6428089162,100.00,,
<not counted>,,cpu_atom/instructions/,0,0.00,,
23840929531,,cpu_core/instructions/,6428089162,100.00,0.73,insn per cycle
<not counted>,,cpu_atom/cache-references/,0,0.00,,
1111728024,,cpu_core/cache-references/,6428089162,100.00,,
<not counted>,,cpu_atom/cache-misses/,0,0.00,,
520362459,,cpu_core/cache-misses/,6428089162,100.00,46.81,of all cache refs
<not counted>,,cpu_atom/dTLB-loads/,0,0.00,,
6353456782,,cpu_core/dTLB-loads/,6428089162,100.00,,
<not counted>,,cpu_atom/dTLB-load-misses/,0,0.00,,
170208312,,cpu_core/dTLB-load-misses/,6428089162,100.00,2.68,of all dTLB cache accesses
<not counted>,,cpu_atom/LLC-loads/,0,0.00,,
307177616,,cpu_core/LLC-loads/,6428089162,100.00,,
<not counted>,,cpu_atom/LLC-load-misses/,0,0.00,,
135839421,,cpu_core/LLC-load-misses/,6428089162,100.00,44.22,of all LL-cache accesses
