<not counted>,,cpu_atom/cycles/,0,0.00,,
71957603867,,cpu_core/cycles/,14161088946,100.00,,
<not counted>,,cpu_atom/instructions/,0,0.00,,
35892503446,,cpu_core/instructions/,14161088946,100.00,0.50,insn per cycle
<not counted>,,cpu_atom/cache-references/,0,0.00,,
888488757,,cpu_core/cache-references/,14161088946,100.00,,
<not counted>,,cpu_atom/cache-misses/,0,0.00,,
681596619,,cpu_core/cache-misses/,14161088946,100.00,76.71,of all cache refs
<not counted>,,cpu_atom/dTLB-loads/,0,0.00,,
11055369601,,cpu_core/dTLB-loads/,14161088946,100.00,,
<not counted>,,cpu_atom/dTLB-load-misses/,0,0.00,,
320952880,,cpu_core/dTLB-load-misses/,14161088946,100.00,2.90,of all dTLB cache accesses
<not counted>,,cpu_atom/LLC-loads/,0,0.00,,
371063227,,cpu_core/LLC-loads/,14161088946,100.00,,
<not counted>,,cpu_atom/LLC-load-misses/,0,0.00,,
286941352,,cpu_core/LLC-load-misses/,14161088946,100.00,77.33,of all LL-cache accesses
